year,title,china_title,Articles_URL
2017,The Arabidopsis Leucine-Rich Repeat Receptor Kinase BIR3 Negatively Regulates BAK1 Receptor Complex Formation and Stabilizes BAK1,拟南芥富含亮氨酸重复受体激酶BIR3负调控BAK1受体复合物的形成并稳定BAK1,http://www.plantcell.org/content/29/9/2285
2011,The Arabidopsis Leucine-Rich Repeat Receptor–Like Kinases BAK1/SERK3 and BKK1/SERK4 Are Required for Innate Immunity to Hemibiotrophic and Biotrophic Pathogens,拟南芥富含亮氨酸重复受体样激酶BAK1/SERK3和BKK1/SERK4是对半生物营养性和生物营养性病原体的天然免疫所必需的,http://www.plantcell.org/content/23/6/2440
2003,The Arabidopsis MALE MEIOCYTE DEATH1 Gene Encodes a PHD-Finger Protein That Is Required for Male Meiosis,拟南芥雄性减数分裂细胞死亡1基因编码雄性减数分裂所需的PHD指蛋白,http://www.plantcell.org/content/15/6/1281
2007,The Arabidopsis MATE Transporter TT12 Acts as a Vacuolar Flavonoid/H+-Antiporter Active in Proanthocyanidin-Accumulating Cells of the Seed Coat,拟南芥配偶转运蛋白TT12在种皮原花青素积累细胞中起空泡类黄酮/H+逆向转运的作用,http://www.plantcell.org/content/19/6/2023
2013,The Arabidopsis METACASPASE9 Degradome,拟南芥元糖9降解酶,http://www.plantcell.org/content/25/8/2831
2017,The Arabidopsis MOS4-Associated Complex Promotes MicroRNA Biogenesis and Precursor Messenger RNA Splicing,拟南芥MOS4相关复合体促进MicroRNA的生物合成和前体信使RNA剪接,http://www.plantcell.org/content/29/10/2626
2007,The Arabidopsis MUM2 Gene Encodes a β-Galactosidase Required for the Production of Seed Coat Mucilage with Correct Hydration Properties,拟南芥MUM2基因编码一种β-半乳糖苷酶，用于生产具有正确水合特性的种皮粘液,http://www.plantcell.org/content/19/12/4007
2009,"The Arabidopsis MYB5 Transcription Factor Regulates Mucilage Synthesis, Seed Coat Development, and Trichome Morphogenesis",拟南芥MYB5转录因子调节粘液合成、种皮发育和毛发形态发生,http://www.plantcell.org/content/21/1/72
2006,The Arabidopsis Major Intrinsic Protein NIP5;1 Is Essential for Efficient Boron Uptake and Plant Development under Boron Limitation,拟南芥主要内源蛋白NIP5；1在硼限制条件下对有效吸收硼和植物生长至关重要,http://www.plantcell.org/content/18/6/1498
2016,The Arabidopsis Malectin-Like/LRR-RLK IOS1 Is Critical for BAK1-Dependent and BAK1-Independent Pattern-Triggered Immunity,拟南芥顺丁烯二酸/LRR-RLK IOS1对BAK1依赖性和BAK1非依赖性模式触发免疫至关重要,http://www.plantcell.org/content/28/7/1701
2012,The Arabidopsis Mediator Complex Subunit16 Positively Regulates Salicylate-Mediated Systemic Acquired Resistance and Jasmonate/Ethylene-Induced Defense Pathways,拟南芥介体复合物亚基16正调控水杨酸介导的系统获得性抗性和茉莉酸/乙烯诱导的防御途径,http://www.plantcell.org/content/24/10/4294
2014,"The Arabidopsis Mediator Complex Subunits MED16, MED14, and MED2 Regulate Mediator and RNA Polymerase II Recruitment to CBF-Responsive Cold-Regulated Genes",拟南芥介体复合物亚单位MED16、MED14和MED2调节介体和RNA聚合酶II对CBF反应冷调节基因的募集,http://www.plantcell.org/content/26/1/465
2012,The Arabidopsis Mediator Subunit MED25 Differentially Regulates Jasmonate and Abscisic Acid Signaling through Interacting with the MYC2 and ABI5 Transcription Factors,拟南芥介体亚单位MED25通过与MYC2和ABI5转录因子相互作用对茉莉酸和脱落酸信号转导的差异调控,http://www.plantcell.org/content/24/7/2898
2004,The Arabidopsis Microtubule-Associated Protein AtMAP65-1: Molecular Analysis of Its Microtubule Bundling Activity,拟南芥微管相关蛋白AtMAP65-1微管结合活性的分子分析,http://www.plantcell.org/content/16/8/2035
2007,The Arabidopsis Mitogen-Activated Protein Kinase Kinase MKK3 Is Upstream of Group C Mitogen-Activated Protein Kinases and Participates in Pathogen Signaling,拟南芥有丝分裂原活化蛋白激酶MKK3位于C组有丝分裂原活化蛋白激酶上游，参与病原体信号转导,http://www.plantcell.org/content/19/10/3266
2011,The Arabidopsis Multistress Regulator TSPO Is a Heme Binding Membrane Protein and a Potential Scavenger of Porphyrins via an Autophagy-Dependent Degradation Mechanism,拟南芥多胁迫调节因子TSPO是一种血红素结合膜蛋白，通过自噬依赖的降解机制，是卟啉的潜在清除剂,http://www.plantcell.org/content/23/2/785
2001,The Arabidopsis Mutant cev1 Has Constitutively Active Jasmonate and Ethylene Signal Pathways and Enhanced Resistance to Pathogens,拟南芥突变体cev1具有持续活性的茉莉酸和乙烯信号通路，增强了对病原菌的抗性,http://www.plantcell.org/content/13/5/1025
2002,The Arabidopsis Mutant cev1 Links Cell Wall Signaling to Jasmonate and Ethylene Responses,拟南芥突变体cev1将细胞壁信号转导与茉莉酸盐和乙烯反应联系起来,http://www.plantcell.org/content/14/7/1557
2004,The Arabidopsis Mutant sleepy1gar2-1 Protein Promotes Plant Growth by Increasing the Affinity of the SCFSLY1 E3 Ubiquitin Ligase for DELLA Protein Substrates,拟南芥突变体sleep1gar2-1蛋白通过增强SCFSLY1 E3泛素连接酶对DELLA蛋白底物的亲和力促进植物生长,http://www.plantcell.org/content/16/6/1406
2013,The Arabidopsis NAC Transcription Factor ANAC096 Cooperates with bZIP-Type Transcription Factors in Dehydration and Osmotic Stress Responses,拟南芥NAC转录因子ANAC096与bZIP型转录因子在脱水和渗透胁迫反应中的协同作用,http://www.plantcell.org/content/25/11/4708
2011,The Arabidopsis NAC Transcription Factor VNI2 Integrates Abscisic Acid Signals into Leaf Senescence via the COR/RD Genes,拟南芥NAC转录因子VNI2通过COR/RD基因将脱落酸信号整合到叶片衰老中,http://www.plantcell.org/content/23/6/2155
2008,The Arabidopsis NFYA5 Transcription Factor Is Regulated Transcriptionally and Posttranscriptionally to Promote Drought Resistance,拟南芥NFYA5转录因子在转录和转录后被调节以促进抗旱性,http://www.plantcell.org/content/20/8/2238
1997,The Arabidopsis NIM1 protein shows homology to the mammalian transcription factor inhibitor I kappa B.,拟南芥NIM1蛋白与哺乳动物转录因子抑制剂I-kappa B具有同源性。,http://www.plantcell.org/content/9/3/425
2003,The Arabidopsis NPR1 Disease Resistance Protein Is a Novel Cofactor That Confers Redox Regulation of DNA Binding Activity to the Basic Domain/Leucine Zipper Transcription Factor TGA1,拟南芥NPR1抗病蛋白是一种新的辅助因子，它可以通过氧化还原调节DNA与碱性结构域/亮氨酸拉链转录因子TGA1的结合活性,http://www.plantcell.org/content/15/9/2181
2000,The Arabidopsis NPR1/NIM1 Protein Enhances the DNA Binding Activity of a Subgroup of the TGA Family of bZIP Transcription Factors,拟南芥NPR1/NIM1蛋白增强bZIP转录因子TGA家族一个亚群的DNA结合活性,http://www.plantcell.org/content/12/2/279
2016,The Arabidopsis NRG2 Protein Mediates Nitrate Signaling and Interacts with and Regulates Key Nitrate Regulators,拟南芥NRG2蛋白介导硝酸盐信号传导，并与关键的硝酸盐调节因子相互作用和调节,http://www.plantcell.org/content/28/2/485
2011,"The Arabidopsis Na+/H+ Antiporters NHX1 and NHX2 Control Vacuolar pH and K+ Homeostasis to Regulate Growth, Flower Development, and Reproduction",拟南芥Na+/H+反转运蛋白NHX1和NHX2控制液泡pH和K+稳态，调节生长、花发育和生殖,http://www.plantcell.org/content/23/9/3482
2009,"The Arabidopsis Nitrate Transporter NRT1.7, Expressed in Phloem, Is Responsible for Source-to-Sink Remobilization of Nitrate",在韧皮部表达的拟南芥硝酸盐转运蛋白NRT1.7负责硝酸盐的源库再活化,http://www.plantcell.org/content/21/9/2750
2010,The Arabidopsis Nitrate Transporter NRT1.8 Functions in Nitrate Removal from the Xylem Sap and Mediates Cadmium Tolerance,拟南芥硝酸盐转运蛋白NRT1.8在木质部汁液硝酸盐去除中的作用及介导镉耐受,http://www.plantcell.org/content/22/5/1633
2012,The Arabidopsis Nitrate Transporter NRT2.4 Plays a Double Role in Roots and Shoots of Nitrogen-Starved Plants,拟南芥硝酸盐转运蛋白NRT2.4在缺氮植物的根和芽中起着双重作用,http://www.plantcell.org/content/24/1/245
2020,The Arabidopsis Nodulin Homeobox Factor AtNDX Interacts with AtRING1A/B and Negatively Regulates Abscisic Acid Signaling,拟南芥结瘤素同源盒因子AtNDX与AtRING1A/B相互作用并负调控脱落酸信号转导,http://www.plantcell.org/content/32/3/703
2012,The Arabidopsis O-Linked N-Acetylglucosamine Transferase SPINDLY Interacts with Class I TCPs to Facilitate Cytokinin Responses in Leaves and Flowers,拟南芥O-连接的N-乙酰氨基葡萄糖转移酶与Ⅰ类TCPs发生细长的相互作用，促进叶片和花朵中细胞分裂素的反应,http://www.plantcell.org/content/24/1/96
2008,The Arabidopsis P4-ATPase ALA3 Localizes to the Golgi and Requires a β-Subunit to Function in Lipid Translocation and Secretory Vesicle Formation,拟南芥P4 ATPase ALA3定位于高尔基体，需要一个β亚基在脂质转运和分泌囊泡形成中发挥作用,http://www.plantcell.org/content/20/3/658
2009,The Arabidopsis PLEIOTROPIC DRUG RESISTANCE8/ABCG36 ATP Binding Cassette Transporter Modulates Sensitivity to the Auxin Precursor Indole-3-Butyric Acid,拟南芥多效性耐药8/ABCG36 ATP结合盒转运体对生长素前体吲哚丁酸的敏感性调节,http://www.plantcell.org/content/21/7/1992
2008,The Arabidopsis Phosphatidylinositol Phosphate 5-Kinase PIP5K3 Is a Key Regulator of Root Hair Tip Growth,拟南芥磷脂酰肌醇磷酸5-激酶PIP5K3是根尖生长的关键调节因子,http://www.plantcell.org/content/20/2/367
1999,The Arabidopsis Photomorphogenic Mutant hy1 Is Deficient in Phytochrome Chromophore Biosynthesis as a Result of a Mutation in a Plastid Heme Oxygenase,拟南芥光形态突变体hy1由于质体血红素加氧酶的突变而导致光敏色素生色团生物合成不足,http://www.plantcell.org/content/11/3/335
2008,"The Arabidopsis Phytochrome-Interacting Factor PIF7, Together with PIF3 and PIF4, Regulates Responses to Prolonged Red Light by Modulating phyB Levels",拟南芥光敏色素相互作用因子PIF7、PIF3和PIF4通过调节phyB水平调节对长期红光的反应,http://www.plantcell.org/content/20/2/337
2005,The Arabidopsis Plastidic Glucose 6-Phosphate/Phosphate Translocator GPT1 Is Essential for Pollen Maturation and Embryo Sac Development,拟南芥质体葡萄糖6-磷酸/磷酸转运体GPT1对花粉成熟和胚囊发育至关重要,http://www.plantcell.org/content/17/3/760
2019,The Arabidopsis Pleiotropic Drug Resistance Transporters PEN3 and PDR12 Mediate Camalexin Secretion for Resistance to Botrytis cinerea,拟南芥多效性耐药转运蛋白PEN3和PDR12介导Camalexin分泌对灰葡萄孢菌的抗性,http://www.plantcell.org/content/31/9/2206
2010,The Arabidopsis Prohibitin Gene PHB3 Functions in Nitric Oxide–Mediated Responses and in Hydrogen Peroxide–Induced Nitric Oxide Accumulation,拟南芥抑制基因PHB3在一氧化氮介导的反应和过氧化氢诱导的一氧化氮积累中的作用,http://www.plantcell.org/content/22/1/249
2009,The Arabidopsis Proteasome RPT5 Subunits Are Essential for Gametophyte Development and Show Accession-Dependent Redundancy,拟南芥蛋白酶体RPT5亚基是配子体发育的必需亚基，具有依赖性的冗余,http://www.plantcell.org/content/21/2/442
2004,The Arabidopsis Putative G Protein–Coupled Receptor GCR1 Interacts with the G Protein α Subunit GPA1 and Regulates Abscisic Acid Signaling,拟南芥G蛋白偶联受体GCR1与G蛋白α亚基GPA1相互作用并调节脱落酸信号转导,http://www.plantcell.org/content/16/6/1616
2015,The Arabidopsis R-SNARE VAMP721 Interacts with KAT1 and KC1 K+ Channels to Moderate K+ Current at the Plasma Membrane,拟南芥R-SNARE VAMP721与KAT1和KC1 K+通道相互作用，调节质膜上的K+电流,http://www.plantcell.org/content/27/6/1697
2005,The Arabidopsis R2R3 MYB Proteins FOUR LIPS and MYB88 Restrict Divisions Late in the Stomatal Cell Lineage,拟南芥R2R3 MYB蛋白四唇和MYB88在气孔细胞谱系中晚期限制分裂,http://www.plantcell.org/content/17/10/2754
1998,The Arabidopsis RGA Gene Encodes a Transcriptional Regulator Repressing the Gibberellin Signal Transduction Pathway,拟南芥RGA基因编码一种抑制赤霉素信号转导途径的转录调节因子,http://www.plantcell.org/content/10/2/155
2017,The Arabidopsis RING-Type E3 Ligase TEAR1 Controls Leaf Development by Targeting the TIE1 Transcriptional Repressor for Degradation,拟南芥E3型连接酶TEAR1通过靶向TIE1转录抑制因子降解来控制叶片发育,http://www.plantcell.org/content/29/2/243
2010,The Arabidopsis RNA-Directed DNA Methylation Argonautes Functionally Diverge Based on Their Expression and Interaction with Target Loci,拟南芥RNA定向DNA甲基化Argonautes的表达及其与靶位点的相互作用,http://www.plantcell.org/content/22/2/321
2009,The Arabidopsis RPW8 Resistance Protein Is Recruited to the Extrahaustorial Membrane of Biotrophic Powdery Mildew Fungi,拟南芥RPW8抗性蛋白被募集到生物营养性白粉病真菌吸器外膜上,http://www.plantcell.org/content/21/9/2543
2004,The Arabidopsis Rab GTPase RabA4b Localizes to the Tips of Growing Root Hair Cells,拟南芥rabgtpaserab4b定位于生长根毛细胞的顶端,http://www.plantcell.org/content/16/6/1589
2006,The Arabidopsis Receptor Kinase FLS2 Binds flg22 and Determines the Specificity of Flagellin Perception,拟南芥受体激酶FLS2与flg22结合，决定鞭毛蛋白的特异性,http://www.plantcell.org/content/18/2/465
2006,The Arabidopsis Root Hair Cell Wall Formation Mutant lrx1 Is Suppressed by Mutations in the RHM1 Gene Encoding a UDP-l-Rhamnose Synthase,编码UDP-l-鼠李糖合酶的RHM1基因突变抑制拟南芥根毛细胞壁形成突变体lrx1,http://www.plantcell.org/content/18/7/1630
2002,The Arabidopsis Rop2 GTPase Is a Positive Regulator of Both Root Hair Initiation and Tip Growth,拟南芥Rop2 GTPase是根毛起始和根尖生长的正调控因子,http://www.plantcell.org/content/14/4/763
2001,The Arabidopsis SERRATE Gene Encodes a Zinc-Finger Protein Required for Normal Shoot Development,拟南芥锯齿基因编码正常芽发育所需的锌指蛋白,http://www.plantcell.org/content/13/6/1263
2014,The Arabidopsis SIAMESE-RELATED Cyclin-Dependent Kinase Inhibitors SMR5 and SMR7 Regulate the DNA Damage Checkpoint in Response to Reactive Oxygen Species,拟南芥唾液酸相关细胞周期蛋白依赖激酶抑制剂SMR5和SMR7调节DNA损伤检查点对活性氧的反应,http://www.plantcell.org/content/26/1/296
2002,The Arabidopsis SKU5 Gene Encodes an Extracellular Glycosyl Phosphatidylinositol–Anchored Glycoprotein Involved in Directional Root Growth,拟南芥SKU5基因编码一种参与定向根系生长的胞外糖基磷脂酰肌醇锚定糖蛋白,http://www.plantcell.org/content/14/7/1635
2004,The Arabidopsis SKU6/SPIRAL1 Gene Encodes a Plus End–Localized Microtubule-Interacting Protein Involved in Directional Cell Expansion,拟南芥SKU6/SPIRAL1基因编码一个参与定向细胞扩张的正末端微管相互作用蛋白,http://www.plantcell.org/content/16/6/1506
2003,The Arabidopsis SLEEPY1 Gene Encodes a Putative F-Box Subunit of an SCF E3 Ubiquitin Ligase,拟南芥sleep1基因编码SCF E3泛素连接酶的假定F-Box亚基,http://www.plantcell.org/content/15/5/1120
2006,The Arabidopsis SOMATIC EMBRYOGENESIS RECEPTOR-LIKE KINASE1 Protein Complex Includes BRASSINOSTEROID-INSENSITIVE1,拟南芥体细胞胚胎发生受体样激酶1蛋白复合物包括油菜素类固醇不敏感1,http://www.plantcell.org/content/18/3/626
2003,The Arabidopsis SOS5 Locus Encodes a Putative Cell Surface Adhesion Protein and Is Required for Normal Cell Expansion,拟南芥SOS5位点编码一种假定的细胞表面粘附蛋白，是正常细胞扩张所必需的,http://www.plantcell.org/content/15/1/19
2002,The Arabidopsis SPIKE1 Gene Is Required for Normal Cell Shape Control and Tissue Development,拟南芥spipe1基因是正常细胞形态控制和组织发育所必需的,http://www.plantcell.org/content/14/1/101
2016,"The Arabidopsis SR45 Splicing Factor, a Negative Regulator of Sugar Signaling, Modulates SNF1-Related Protein Kinase 1 Stability",糖信号负调控因子拟南芥SR45剪接因子调节SNF1相关蛋白激酶1的稳定性,http://www.plantcell.org/content/28/8/1910
2005,"The Arabidopsis STV1 Protein, Responsible for Translation Reinitiation, Is Required for Auxin-Mediated Gynoecium Patterning",拟南芥STV1蛋白负责翻译的重新启动，是生长素介导的雌蕊模式所必需的,http://www.plantcell.org/content/17/11/2940
2016,The Arabidopsis SUMO E3 Ligase AtMMS21 Dissociates the E2Fa/DPa Complex in Cell Cycle Regulation,拟南芥SUMO E3连接酶AtMMS21在细胞周期调控中解离E2Fa/DPa复合物,http://www.plantcell.org/content/28/9/2225
1995,The Arabidopsis SUPERMAN Gene Mediates Asymmetric Growth of the Outer Integument of Ovules.,拟南芥超人基因介导胚珠外珠被的不对称生长。,http://www.plantcell.org/content/7/3/333
2006,The Arabidopsis SUPPRESSOR OF AUXIN RESISTANCE Proteins Are Nucleoporins with an Important Role in Hormone Signaling and Development,摘要拟南芥生长素抗性蛋白抑制剂是一类在激素信号转导和发育中起重要作用的核孔蛋白,http://www.plantcell.org/content/18/7/1590
2015,The Arabidopsis SWI2/SNF2 Chromatin Remodeling ATPase BRAHMA Targets Directly to PINs and Is Required for Root Stem Cell Niche Maintenance,拟南芥SWI2/SNF2染色质重构ATPase-BRAHMA直接靶向PINs，是维持根干细胞生态位的必要条件,http://www.plantcell.org/content/27/6/1670
2013,"The Arabidopsis SWR1 Chromatin-Remodeling Complex Is Important for DNA Repair, Somatic Recombination, and Meiosis",拟南芥SWR1染色质重塑复合体在DNA修复、体细胞重组和减数分裂中具有重要作用,http://www.plantcell.org/content/25/6/1990
2008,The Arabidopsis Small G Protein ROP2 Is Activated by Light in Guard Cells and Inhibits Light-Induced Stomatal Opening,拟南芥小G蛋白ROP2在保卫细胞中被光激活并抑制光诱导的气孔开放,http://www.plantcell.org/content/20/1/75
2010,The Arabidopsis Stem Cell Factor POLTERGEIST Is Membrane Localized and Phospholipid Stimulated,拟南芥干细胞因子POLTERGEIST是膜定位和磷脂刺激的,http://www.plantcell.org/content/22/3/729
2001,The Arabidopsis TAG1 Transposase Has an N-Terminal Zinc Finger DNA Binding Domain That Recognizes Distinct Subterminal Motifs,拟南芥TAG1转座子有一个N-末端锌指DNA结合区，可识别不同的亚末端基序,http://www.plantcell.org/content/13/10/2319
2002,The Arabidopsis TONNEAU2 Gene Encodes a Putative Novel Protein Phosphatase 2A Regulatory Subunit Essential for the Control of the Cortical Cytoskeleton,拟南芥TONNEAU2基因编码一种新的蛋白磷酸酶2A调节亚基，该亚基对皮层细胞骨架的控制至关重要,http://www.plantcell.org/content/14/4/833
2012,The Arabidopsis TRM1–TON1 Interaction Reveals a Recruitment Network Common to Plant Cortical Microtubule Arrays and Eukaryotic Centrosomes,拟南芥TRM1-TON1的相互作用揭示了一个与植物皮层微管阵列和真核中心体共同的募集网络,http://www.plantcell.org/content/24/1/178
2001,The Arabidopsis TT2 Gene Encodes an R2R3 MYB Domain Protein That Acts as a Key Determinant for Proanthocyanidin Accumulation in Developing Seed,拟南芥TT2基因编码一个R2R3 MYB结构域蛋白，它是发育中种子原花青素积累的关键决定因素,http://www.plantcell.org/content/13/9/2099
2002,The Arabidopsis TUBULIN-FOLDING COFACTOR A Gene Is Involved in the Control of the α/β-Tubulin Monomer Balance,拟南芥微管蛋白折叠辅因子A基因参与α/β微管蛋白单体平衡的调控,http://www.plantcell.org/content/14/9/2265
2011,The Arabidopsis Tail-Anchored Protein PEROXISOMAL AND MITOCHONDRIAL DIVISION FACTOR1 Is Involved in the Morphogenesis and Proliferation of Peroxisomes and Mitochondria,拟南芥尾锚蛋白过氧化物酶体和线粒体分裂因子1参与过氧化物酶体和线粒体的形态发生和增殖,http://www.plantcell.org/content/23/12/4446
2012,The Arabidopsis Thylakoid ADP/ATP Carrier TAAC Has an Additional Role in Supplying Plastidic Phosphoadenosine 5′-Phosphosulfate to the Cytosol,拟南芥类囊体ADP/ATP载体TAAC在向胞浆提供质体磷酸腺苷5′-磷酸硫酸盐方面具有额外作用,http://www.plantcell.org/content/24/10/4187
2010,The Arabidopsis Thylakoid Protein PAM68 Is Required for Efficient D1 Biogenesis and Photosystem II Assembly,拟南芥类囊体蛋白PAM68是高效D1生物发生和光系统II组装所必需的,http://www.plantcell.org/content/22/10/3439
2007,The Arabidopsis Transcription Factor MYB77 Modulates Auxin Signal Transduction,拟南芥转录因子MYB77调控生长素信号转导,http://www.plantcell.org/content/19/8/2440
2015,The Arabidopsis Transcription Factor NAC016 Promotes Drought Stress Responses by Repressing AREB1 Transcription through a Trifurcate Feed-Forward Regulatory Loop Involving NAP,拟南芥转录因子NAC016通过一个包含NAP的三叉前向调节环抑制AREB1转录，从而促进干旱胁迫反应,http://www.plantcell.org/content/27/6/1771
2004,The Arabidopsis Transthyretin-Like Protein Is a Potential Substrate of BRASSINOSTEROID-INSENSITIVE 1,拟南芥甲状腺素样蛋白是油菜素类固醇不敏感1的潜在底物,http://www.plantcell.org/content/16/9/2406
2010,The Arabidopsis U12-Type Spliceosomal Protein U11/U12-31K Is Involved in U12 Intron Splicing via RNA Chaperone Activity and Affects Plant Development,拟南芥U12型剪接体蛋白U11/U12-31K通过RNA伴侣活性参与U12内含子剪接并影响植物发育,http://www.plantcell.org/content/22/12/3951
2005,The Arabidopsis WAVY GROWTH 2 Protein Modulates Root Bending in Response to Environmental Stimuli,拟南芥WAVY GROWTH 2蛋白在环境刺激下调节根系弯曲,http://www.plantcell.org/content/17/2/537
2013,The Arabidopsis YELLOW STRIPE LIKE4 and 6 Transporters Control Iron Release from the Chloroplast,拟南芥黄条带LIKE4和6转运体控制叶绿体中铁的释放,http://www.plantcell.org/content/25/3/1040
2011,The Arabidopsis YUCCA1 Flavin Monooxygenase Functions in the Indole-3-Pyruvic Acid Branch of Auxin Biosynthesis,拟南芥YUCCA1黄素单加氧酶在生长素生物合成吲哚丙酮酸支链中的作用,http://www.plantcell.org/content/23/11/3961
2007,The Arabidopsis aba4-1 Mutant Reveals a Specific Function for Neoxanthin in Protection against Photooxidative Stress,拟南芥aba4-1突变体揭示了新黄嘌呤对光氧化胁迫的保护作用,http://www.plantcell.org/content/19/3/1048
2011,The Arabidopsis bHLH Transcription Factors MYC3 and MYC4 Are Targets of JAZ Repressors and Act Additively with MYC2 in the Activation of Jasmonate Responses,拟南芥bHLH转录因子MYC3和MYC4是JAZ抑制因子的靶点，与MYC2共同参与茉莉酸盐反应的激活,http://www.plantcell.org/content/23/2/701
2003,"The Arabidopsis cax1 Mutant Exhibits Impaired Ion Homeostasis, Development, and Hormonal Responses and Reveals Interplay among Vacuolar Transporters",拟南芥cax1突变体表现出离子稳态、发育和激素反应受损，并揭示空泡转运蛋白之间的相互作用,http://www.plantcell.org/content/15/2/347
1997,The Arabidopsis deetiolated2 mutant is blocked early in brassinosteroid biosynthesis.,拟南芥发育迟缓的突变体2在油菜甾体生物合成的早期被阻断。,http://www.plantcell.org/content/9/11/1951
1997,The Arabidopsis downy mildew resistance gene RPP5 shares similarity to the toll and interleukin-1 receptors with N and L6.,拟南芥抗霜霉病基因RPP5与toll和白细胞介素-1受体与N和L6具有相似性。,http://www.plantcell.org/content/9/6/879
1999,The Arabidopsis dwf7/ste1 Mutant Is Defective in the Δ7 Sterol C-5 Desaturation Step Leading to Brassinosteroid Biosynthesis,拟南芥dwf7/ste1突变体在导致油菜甾醇生物合成的Δ7甾醇C-5去饱和步骤中存在缺陷,http://www.plantcell.org/content/11/2/207
1991,The Arabidopsis functional homolog of the p34cdc2 protein kinase.,拟南芥p34cdc2蛋白激酶的功能同系物。,http://www.plantcell.org/content/3/5/531
2016,The Arabidopsis hnRNP-Q Protein LIF2 and the PRC1 Subunit LHP1 Function in Concert to Regulate the Transcription of Stress-Responsive Genes,拟南芥hnRNP-Q蛋白LIF2和PRC1亚基LHP1协同调节应激反应基因转录,http://www.plantcell.org/content/28/9/2197
2007,"The Arabidopsis irregular xylem8 Mutant Is Deficient in Glucuronoxylan and Homogalacturonan, Which Are Essential for Secondary Cell Wall Integrity",拟南芥不规则木质部8突变体缺乏葡萄糖醛酸和同半乳糖醛酸，这是二次细胞壁完整性所必需的,http://www.plantcell.org/content/19/1/237
2013,The Arabidopsis nox Mutant Lacking Carotene Hydroxylase Activity Reveals a Critical Role for Xanthophylls in Photosystem I Biogenesis,缺乏胡萝卜素羟化酶活性的拟南芥nox突变体揭示了叶黄素在光系统I生物发生中的关键作用,http://www.plantcell.org/content/25/2/591
2008,The Arabidopsis onset of leaf death5 Mutation of Quinolinate Synthase Affects Nicotinamide Adenine Dinucleotide Biosynthesis and Causes Early Ageing,拟南芥叶片死亡5基因突变对烟酰胺腺嘌呤二核苷酸生物合成的影响及早衰,http://www.plantcell.org/content/20/10/2909
2003,"The Arabidopsis ppi1 Mutant Is Specifically Defective in the Expression, Chloroplast Import, and Accumulation of Photosynthetic Proteins",拟南芥ppi1突变体在光合蛋白的表达、叶绿体导入和积累方面存在特异性缺陷,http://www.plantcell.org/content/15/8/1859
2010,"The Arabidopsis rcn1-1 Mutation Impairs Dephosphorylation of Phot2, Resulting in Enhanced Blue Light Responses",拟南芥rcn1-1突变破坏Phot2的去磷酸化，导致蓝光反应增强,http://www.plantcell.org/content/22/2/392
2003,The Arabidopsis ref2 Mutant Is Defective in the Gene Encoding CYP83A1 and Shows Both Phenylpropanoid and Glucosinolate Phenotypes,拟南芥ref2突变体在编码CYP83A1的基因中有缺陷，同时表现出苯丙酸和硫代葡萄糖苷的表型,http://www.plantcell.org/content/15/1/179
2002,The Arabidopsis salt overly sensitive 4 Mutants Uncover a Critical Role for Vitamin B6 in Plant Salt Tolerance,拟南芥盐超敏4突变体揭示维生素B6在植物耐盐性中的重要作用,http://www.plantcell.org/content/14/3/575
2001,"The Arabidopsis sex1 Mutant Is Defective in the R1 Protein, a General Regulator of Starch Degradation in Plants, and Not in the Chloroplast Hexose Transporter",拟南芥sex1突变体在R1蛋白中有缺陷，R1蛋白是植物淀粉降解的一般调节因子，而在叶绿体己糖转运体中没有,http://www.plantcell.org/content/13/8/1907
2016,The Arabidopsis sickle Mutant Exhibits Altered Circadian Clock Responses to Cool Temperatures and Temperature-Dependent Alternative Splicing,拟南芥镰刀突变体表现出对低温和温度依赖的选择性剪接的昼夜节律响应改变,http://www.plantcell.org/content/28/10/2560
1999,The Arabidopsis ssi1 Mutation Restores Pathogenesis-Related Gene Expression in npr1 Plants and Renders Defensin Gene Expression Salicylic Acid Dependent,拟南芥ssi1突变恢复了npr1植物的致病相关基因表达，并使防御素基因表达依赖于水杨酸,http://www.plantcell.org/content/11/2/191
2004,The Arabidopsis thaliana ABSCISIC ACID-INSENSITIVE8 Locus Encodes a Novel Protein Mediating Abscisic Acid and Sugar Responses Essential for Growth,拟南芥脱落酸不敏感8位点编码一种新的蛋白质，介导生长所必需的脱落酸和糖反应,http://www.plantcell.org/content/16/2/406
2011,The Arabidopsis thaliana Checkpoint Kinase WEE1 Protects against Premature Vascular Differentiation during Replication Stress,拟南芥检查站激酶WEE1在复制应激中对血管早期分化的保护作用,http://www.plantcell.org/content/23/4/1435
2004,The Arabidopsis thaliana Dihydroxyacetone Phosphate Reductase Gene SUPPRESSOR OF FATTY ACID DESATURASE DEFICIENCY1 Is Required for Glycerolipid Metabolism and for the Activation of Systemic Acquired Resistance,拟南芥二羟丙酮磷酸还原酶基因脂肪酸去饱和酶缺陷抑制剂1是甘油脂代谢和激活系统获得性抗性所必需的,http://www.plantcell.org/content/16/2/465
2007,The Arabidopsis thaliana Homolog of Yeast BRE1 Has a Function in Cell Cycle Regulation during Early Leaf and Root Growth,酵母BRE1的拟南芥同源物在叶片和根系生长早期具有细胞周期调控作用,http://www.plantcell.org/content/19/2/417
